"id_es","chr_authorname","id_study","chr_country","is_USA","chr_language","is_English","is_school_context","is_article","is_RCT","id_sample","id_condition","cat_M_type","cat_R_type","cat_condition_type","chr_condition_name","chr_grade","is_secondary","ave_age","pct_struggle_reader","pct_disability","pct_lowSES","pct_SLL","pct_boy","pct_minority","is_scripted","is_small_group","is_school_staff","num_dosage_total","num_dosage_session_num","num_dosage_session_length","is_fidelity","chr_measure_name","is_measure_std","m_pre","sd_pre","n_pre","m_post","sd_post","n_post","m_delayed","sd_delayed","n_delayed","num_month_of_delayed","r_pre_post","r_pre_delay"
2,"Orkin et al., 2017","101","USA","USA","English","English","After school Program","peer reviewed paper","RCT","101","101Ncm","N","cm","1","Intervention group","2.71","Elementary",8.42,1,"0.91666666666666663",NA,NA,0.416666666666667,NA,"Yes (Including CAI)","small group (3–7 students)","School Staff",3000,25,120,"Reported","SRI PC = Standard Reading Inventory, Passage Comprehension;","YES - standardized",8.17,2.51,24,9.54,2.93,24,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101","101cm",NA,"cm","ctl","Control group","1.83","Elementary",7.96,1,"0.95652173913043481",NA,NA,0.478260869565217,NA,"Yes (Including CAI)","small group (3–7 students)","School Staff",3000,25,120,"Reported","SRI PC = Standard Reading Inventory, Passage Comprehension;","YES - standardized",8,2.24,23,8.17,2.31,23,NA,NA,NA,NA,NA,NA
4,"Toste et al., 2019","102","USA","USA","English","English","School Environment","peer reviewed paper","RCT","102","102c",NA,"c","1","MWR","4, 5","Elementary",10,1,NA,0.88235294117647,0.117647058823529,0.529411764705882,0.941176470588235,"Yes (Including CAI)","small group (3–7 students)","Research Staff",1600,40,40,"Reported","WJIII PC","YES - standardized",88.91,8.96,34,88.91,8.91,34,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GMRT-RC","YES - standardized",88.86,12.3,34,91.98,9.34,34,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102","102GTc","GT","c","2","MWR+MB","4, 5","Elementary",9.92105263157895,1,NA,0.894736842105263,0.31578947368421,0.473684210526316,0.973684210526316,"Yes (Including CAI)","small group (3–7 students)","Research Staff",1600,40,40,"Reported","WJIII PC","YES - standardized",86.79,6.96,38,91.16,7.53,38,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GMRT-RC","YES - standardized",89.3,10.49,38,91.88,6.38,38,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102","102bau",NA,NA,"ctl","BAU","4, 5","Elementary",9.95945945945946,1,NA,0.918918918918919,0.351351351351351,0.45945945945946,0.972972972972973,NA,NA,NA,NA,NA,NA,NA,"WJIII PC","YES - standardized",87.19,6.97,37,89.06,6.59,36,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GMRT-RC","YES - standardized",91.31,9.97,36,90.8,7.82,36,NA,NA,NA,NA,NA,NA
10,"Toste et al., 2017","103","USA","USA","English","English","School Environment","peer reviewed paper","RCT","103","103c",NA,"c","2","MWR only","3, 4","Elementary",8.83898305084746,1,NA,0.6875,NA,0.491525423728814,0.9125,"Yes (Including CAI)","small group (3–7 students)","Research Staff",840,24,35,"Reported","WRAT4 - Sentence comprehension","YES - standardized",98.33,10.6,18,97.17,7.9,18,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","103Tc","T","c","1","MWR + MB","3, 4","Elementary",8.83898305084746,1,NA,0.6875,NA,0.491525423728814,0.9125,"Yes (Including CAI)","small group (3–7 students)","Research Staff",960,24,40,"Reported","WRAT4 - Sentence comprehension","YES - standardized",94.89,9.64,19,100.47,9.97,19,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","103bau",NA,NA,"ctl","BAU","3, 4","Elementary",8.83898305084746,1,NA,0.6875,NA,0.491525423728814,0.9125,NA,NA,NA,NA,NA,NA,NA,"WRAT4 - Sentence comprehension","YES - standardized",90.36,10.61,22,94.91,14.33,21,NA,NA,NA,NA,NA,NA
13,"Berkeley et al., 2011","104","USA","USA","English","English","School Environment","peer reviewed paper","RCT","104","104NTm","NT","m","1","RCS + AR","7, 8, 9","Secondary",14.7375,1,"1",NA,0.3,0.75,0.75,"Yes (Including CAI)","small group (3–7 students)","Research Staff",360,12,30,"Reported","Summary test","NO - Not standardized",3.8,1.28,20,7.5,2.18,20,"6.61",2.91,20,1.5,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Passage test","NO - Not standardized",6.55,2.28,20,8.95,3.49,20,"9.5299999999999994",4.01,20,1.5,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104","104Nm","N","m","2","RCS","7, 8, 9","Secondary",14.7375,1,"1",NA,0.421052631578947,0.578947368421053,0.947368421052632,"Yes (Including CAI)","small group (3–7 students)","School Staff",360,12,30,"Reported","Summary test","NO - Not standardized",3.61,1.72,19,6.4,1.81,19,"5.47",2.72,19,1.5,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Passage test","NO - Not standardized",5.89,2.16,19,7.84,3.83,19,"8.6300000000000008",4.87,19,1.5,NA,NA
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104","104Gcm","G","cm","ctl","RN","7, 8, 9","Secondary",14.7375,1,"1",NA,0.45,0.7,0.95,"Yes (Including CAI)","small group (3–7 students)","School Staff",360,12,30,"Reported","Summary test","NO - Not standardized",3.95,1.46,20,4.83,1.52,20,"4",1.4,20,1.5,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Passage test","NO - Not standardized",5.8,2.34,20,8.45,3.83,20,"8.4",4.69,20,1.5,NA,NA
19,"Schunk and Rice, 1989","105","USA","USA","English","English","School Environment","peer reviewed paper","RCT","105","105Gm","G","m","1","T - Process Goal","4, 5","Elementary",11.2,1,NA,0.85,0.636363636363636,0.454545454545455,0.88,"Yes (Including CAI)","small group (3–7 students)","Research Staff",525,15,35,"Reported","Comprehension Skill","NO - Not standardized",7.8,2.5,11,12.5,3.7,11,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","105Gm","G","m","2","T - Product Goal","4, 5","Elementary",11.2,1,NA,0.85,0.636363636363636,0.454545454545455,0.88,"Yes (Including CAI)","small group (3–7 students)","Research Staff",525,15,35,"Reported","Comprehension Skill","NO - Not standardized",7.8,1.9,11,11.5,3.4,11,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","105m",NA,"m","ctl","C -general goal","4, 5","Elementary",11.2,1,NA,0.85,0.636363636363636,0.454545454545455,0.88,"Yes (Including CAI)","small group (3–7 students)","Research Staff",525,15,35,"Reported","Comprehension Skill","NO - Not standardized",7.6,2.9,11,8.5,2.2,11,NA,NA,NA,NA,NA,NA
25,"Borkowski et al., 1988","107","USA","USA","English","English","School Environment","peer reviewed paper","RCT","107","107Tm","T","m","1","RS + Complex Attribution","4, 5","Elementary",12,1,"1",NA,NA,0.653333333333333,0.1,"No / Not reported","small group (3–7 students)","Research Staff",NA,5,NA,"Not reported","Post 1-Paragraph Summarization","NO - Not standardized",5.67,3.9,17,12.72,5.18,17,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post 2-Paragraph Summarization","NO - Not standardized",5.67,3.9,17,13.44,4.91,17,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107","107Tm","T","m","2","RS+Attribution","4, 5","Elementary",12,1,"1",NA,NA,0.653333333333333,0.1,"No / Not reported","small group (3–7 students)","Research Staff",NA,5,NA,"Not reported","Post 1-Paragraph Summarization","NO - Not standardized",6.81,4.81,16,11.41,6.61,16,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post 2-Paragraph Summarization","NO - Not standardized",6.81,4.81,16,11.56,6.55,16,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107","107m",NA,"m","3","Attribution C (Control)","4, 5","Elementary",12,1,"1",NA,NA,0.653333333333333,0.1,"No / Not reported","small group (3–7 students)","Research Staff",NA,5,NA,"Not reported","Post 1-Paragraph Summarization","NO - Not standardized",7,3.84,19,9.73,4.49,19,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post 2-Paragraph Summarization","NO - Not standardized",7,3.84,19,9.36,5.62,19,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107","107bau",NA,NA,"ctl","RS Control","4, 5","Elementary",12,1,"1",NA,NA,0.653333333333333,0.1,"No / Not reported","small group (3–7 students)","Research Staff",NA,5,NA,"Not reported","Post 1-Paragraph Summarization","NO - Not standardized",7.9,3.99,21,9.81,5.34,21,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post 2-Paragraph Summarization","NO - Not standardized",7.9,3.99,21,8.66,3.95,21,NA,NA,NA,NA,NA,NA
33,"Cantrell et al., 2014","108","USA","USA","English","English","School Environment","peer reviewed paper","RCT","108","108Ncm","N","cm","1","Int.  n = 462","6","Secondary",11.5,1,"0.33116883116883117",0.67965367965368,NA,0.582251082251082,0.125541125541126,"No / Not reported","classroom/ large group","School Staff",7448.1,540,41.3783333333333,"Reported","GRADE Reading Comprehension","YES - standardized",NA,NA,NA,32.1,14.33,462,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108","108bau",NA,NA,"ctl","Con.  n = 389","6","Secondary",11.5,1,"0.26221079691516708",0.655526992287918,NA,0.57840616966581,0.143958868894602,NA,NA,NA,NA,NA,NA,NA,"GRADE Reading Comprehension","YES - standardized",NA,NA,NA,31.6,14.11,389,NA,NA,NA,NA,NA,NA
35,"Cantrell et al., 2016","109","USA","USA","English","English","School Environment","peer reviewed paper","RCT","109_1","109_1Ncm","N","cm","1","Grade 6 Int. 605","6","Secondary",11.5,1,"0.33223140495867765",0.690909090909091,NA,0.59504132231405,0.130578512396694,"No / Not reported","classroom/ large group","School Staff",9519.525,720,52.88625,"Reported","* GRADE = Group Reading and Diagnostic Evaluation","YES - standardized",21.11,9.49,605,32.3,13.92,605,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109_1","109_1bau",NA,NA,"ctl","Grade 6 Con. 530","6","Secondary",11.5,1,"0.28490566037735854",0.675471698113208,NA,0.583018867924528,0.139622641509434,NA,NA,NA,NA,NA,NA,NA,"* GRADE = Group Reading and Diagnostic Evaluation","YES - standardized",21.66,9.32,530,30.7,13.86,530,NA,NA,NA,NA,NA,NA
37,"Cantrell et al., 2016","109","USA","USA","English","English","School Environment","peer reviewed paper","RCT","109_2","109_2Ncm","N","cm","1","Grade 9 Int. 593","9","Secondary",14.5,1,"0.29679595278246207",0.625632377740304,NA,0.586846543001686,0.116357504215852,"No / Not reported","classroom/ large group","School Staff",9519.525,720,52.88625,"Reported","* GRADE = Group Reading and Diagnostic Evaluation","YES - standardized",23.59,8.05,593,33.7,14.87,593,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109_2","109_2bau",NA,NA,"ctl","Grade 9 Con. 535","9","Secondary",14.5,1,"0.23177570093457944",0.611214953271028,NA,0.551401869158878,0.132710280373832,NA,NA,NA,NA,NA,NA,NA,"* GRADE = Group Reading and Diagnostic Evaluation","YES - standardized",23.56,8.34,535,32.3,13.83,535,NA,NA,NA,NA,NA,NA
39,"Ng et al., 2013","110","Australia","non-USA","English","English","School Environment","peer reviewed paper","RCT","110","110NVGm","NVG","m","1","TLS-e-mail （motivation)","5","Elementary",9.57,1,NA,1,NA,0.526315789473684,NA,"No / Not reported","classroom/ large group","School Staff",1860,6,60,"Not reported","NAPLAN Reading  test (National Assessment Program of Literacy and Numeracy)","YES - standardized",21,3.35,25.3333333333333,24.54,2.98,25.3333333333333,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reading  comprehension  test","NO - Not standardized",34.67,24.15,25.3333333333333,66.63,30.28,25.3333333333333,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","110m",NA,"m","2","TLS-only","5","Elementary",9.57,1,NA,1,NA,0.526315789473684,NA,"No / Not reported","classroom/ large group","School Staff",1800,6,60,"Not reported","NAPLAN Reading  test (National Assessment Program of Literacy and Numeracy)","YES - standardized",17.13,7.93,25.3333333333333,21.65,6.14,25.3333333333333,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reading  comprehension  test","NO - Not standardized",13.84,13.17,25.3333333333333,30.32,22.26,25.3333333333333,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","110bau",NA,NA,"ctl","Control group","5","Elementary",9.57,1,NA,1,NA,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,"NAPLAN Reading  test (National Assessment Program of Literacy and Numeracy)","YES - standardized",18.05,4.94,25.3333333333333,17.8,4.93,25.3333333333333,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reading  comprehension  test","NO - Not standardized",30.81,28.05,25.3333333333333,45.08,35.48,25.3333333333333,NA,NA,NA,NA,NA,NA
45,"Alhabahba et al., 2016","111","Jordan","non-USA","English","English","School Environment","peer reviewed paper","QED","111","111Nm","N","m","1","CORI","5","Elementary",11,NA,NA,1,1,0,NA,"No / Not reported","classroom/ large group","School Staff",4000,80,50,"Not reported","Post RC test","NO - Not standardized",NA,NA,NA,82.22,18.12,32,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","111bau",NA,NA,"ctl","Control","5","Elementary",11,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Post RC test","NO - Not standardized",NA,NA,NA,47.18,23.85,34,NA,NA,NA,NA,NA,NA
47,"Aarnoutse & Schellings, 2003","112","Netherlands","non-USA","Dutch","non-English","School Environment","peer reviewed paper","QED","112","112Nm","N","m","1","PBL + ‘Who reads this’","3","Elementary",8.5,NA,NA,NA,NA,NA,0.1,"Yes (Including CAI)","classroom/ large group","School Staff",NA,40,NA,"Reported","Reading Comprehension Test","YES - standardized",17.8,5.58,155,21.47,5.75,155,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112","112m",NA,"m","ctl","Control = ‘Who reads this’","3","Elementary",8.5,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,"Reading Comprehension Test","YES - standardized",18.18,5.88,172,21.66,6.02,172,NA,NA,NA,NA,NA,NA
49,"Wigfield et al., 2008","113","USA","USA","English","English","School Environment","peer reviewed paper","QED","113","113Nm","N","m","1","CORI (5t, 2school)","4","Elementary",9.5,NA,NA,NA,NA,NA,0.32,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Gates Comprehension Test (level 4)","YES - standardized",NA,NA,NA,516.6,28.39,164,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multiple text comprehension","NO - Not standardized",NA,NA,NA,4.3,0.67,164,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","113m",NA,"m","2","SI (7t, 2school)","4","Elementary",9.5,NA,NA,NA,NA,NA,0.32,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Gates Comprehension Test (level 4)","YES - standardized",NA,NA,NA,484.86,16.78,229.6,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multiple text comprehension","NO - Not standardized",NA,NA,NA,3,0,229.6,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","113bau",NA,NA,"ctl","TI (3t, 1school)","4","Elementary",9.5,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,"Gates Comprehension Test (level 4)","YES - standardized",NA,NA,NA,484,8.72,98.4,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multiple text comprehension","NO - Not standardized",NA,NA,NA,2.67,0.58,98.4,NA,NA,NA,NA,NA,NA
55,"Nevo & Vaknin-Nusbaum, 2020","114","Israel","non-USA","Hebrew","non-English","School Environment","peer reviewed paper","QED","114","114Ncm","N","cm","1","IG (CORI adapted)","1","Elementary",7.5,0,"0",0,0,0.448275862068966,0,"No / Not reported","classroom/ large group","School Staff",10800,120,45,"Not reported","Reading comprehension  Accuracy (from RAMA-the Israeli National Authority for Measurement and Evaluation (2015))","YES - standardized",NA,NA,NA,84.55,8.77,29,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114","114bau",NA,NA,"ctl","Control Group","1","Elementary",7.5,0,"0",0,0,0.344827586206897,0,NA,NA,NA,NA,NA,NA,NA,"Reading comprehension  Accuracy (from RAMA-the Israeli National Authority for Measurement and Evaluation (2015))","YES - standardized",NA,NA,NA,60.67,22.73,29,NA,NA,NA,NA,NA,NA
57,"Andreassen & Braten, 2011","115","Norway","non-USA","Danish","non-English","School Environment","peer reviewed paper","QED","115","115NVm","NV","m","1","ERCI (103)","5","Elementary",10.5,0.2,"4.8543689320388349E-2",0,0.116504854368932,0.466019417475728,NA,"No / Not reported","classroom/ large group","School Staff",4050,90,45,"Reported","RC  (SRT) pretest ONLY - Sentence Reading Test","YES - standardized",15.47,4.43,103,NA,NA,89,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC  (maze)","NO - Not standardized",NA,NA,NA,22.04,7.19,89,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC (NLCT)","YES - standardized",NA,NA,NA,6.01,2.13,89,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC (RGT)","NO - Not standardized",NA,NA,NA,6.24,3.09,89,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","115bau",NA,NA,"ctl","BAU (113)","5","Elementary",10.5,0.2,"1.7699115044247787E-2",0,0.0176991150442478,0.433628318584071,NA,NA,NA,NA,NA,NA,NA,NA,"RC  (SRT) pretest ONLY - Sentence Reading Test","YES - standardized",16.46,5.28,113,NA,NA,90,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC  (maze)","NO - Not standardized",NA,NA,NA,23.21,7.33,90,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC (NLCT)","YES - standardized",NA,NA,NA,6.25,1.98,90,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC (RGT)","NO - Not standardized",NA,NA,NA,5.89,2.92,90,NA,NA,NA,NA,NA,NA
80,"Guthrie et al. (S1), 2004","117","USA","USA","English","English","School Environment","peer reviewed paper","QED","117","117Nm","N","m","1","CORI (4)","3","Elementary",8.5,NA,NA,0.182432432432432,NA,0.47972972972973,0.243243243243243,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","(T4) Multiple text comprehension","NO - Not standardized",3.13,1.1,148,3.65,1.04,148,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(T4) Passage comprehension","NO - Not standardized",0.31,0.18,148,0.56,0.14,148,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117","117m",NA,"m","ctl","SI (6)","3","Elementary",8.5,NA,NA,0.220657276995305,NA,0.47887323943662,0.272300469483568,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","(T4) Multiple text comprehension","NO - Not standardized",2.19,0.78,213,2.87,0.51,213,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(T4) Passage comprehension","NO - Not standardized",0.15,0.15,213,0.31,0.16,213,NA,NA,NA,NA,NA,NA
84,"Guthrie et al. (S2), 2004","118","USA","USA","English","English","School Environment","peer reviewed paper","QED","118","118Nm","N","m","1","CORI (9)","3","Elementary",8.5,NA,"0.15760869565217392",NA,0.0205128205128205,0.56544502617801,0.477777777777778,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Passage comprehension (Pre/post)","NO - Not standardized",0.33,0.11,191,0.46,0.098,191,NA,NA,NA,NA,NA,NA
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gates-MacGinitie Reading Comprehension Test","YES - standardized",NA,NA,NA,498.6,22.57,191,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","118Nm","N","m","2","SI (11)","3","Elementary",8.5,NA,"0.10483870967741936",NA,0.0269230769230769,0.501945525291829,0.441295546558704,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Passage comprehension (Pre/post)","NO - Not standardized",0.32,0.074,257,0.38,0.054,257,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gates-MacGinitie Reading Comprehension Test","YES - standardized",NA,NA,NA,468.57,15.85,257,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","118bau","N",NA,"ctl","TI (4)","3","Elementary",8.5,NA,"0.20338983050847459",NA,0,0.552631578947368,0.101694915254237,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Passage comprehension (Pre/post)","NO - Not standardized",0.32,0.049,76,0.35,0.04,76,NA,NA,NA,NA,NA,NA
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gates-MacGinitie Reading Comprehension Test","YES - standardized",NA,NA,NA,483.33,11.93,76,NA,NA,NA,NA,NA,NA
90,"Hautala et al., 2023","119","Finland","non-USA","Finnish","non-English","School Environment","peer reviewed paper","RCT","119","119NGcm","NG","cm","1","RT Goal","3, 4","Elementary",10.02,1,NA,NA,NA,0.44,NA,"No / Not reported","small group (3–7 students)","School Staff",720,8,90,"Reported","Computerized Reading Comprehension","NO - Not standardized",0.53,0.14142135623731,50,0.56,0.13114877048604,43,"0.61",0.00291729982995789,47,7,NA,NA
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","119Ncm","N","cm","2","RT Practice","3, 4","Elementary",9.89,1,NA,NA,NA,0.36734693877551,NA,"No / Not reported","small group (3–7 students)","School Staff",720,8,90,"Reported","Computerized Reading Comprehension","NO - Not standardized",0.51,0.13856406460551,48,0.57,0.12328828005938,38,"0.6",0.00468521285665818,41,7,NA,NA
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","119bau",NA,NA,"ctl","Control","3, 4","Elementary",9.98,1,NA,NA,NA,0.457627118644068,NA,NA,NA,NA,NA,NA,NA,NA,"Computerized Reading Comprehension","NO - Not standardized",0.47,0.150996688705415,57,0.53,0.13856406460551,48,"0.56000000000000005",0.00282842712474619,50,7,NA,NA
93,"Kim et al., 2021","120","USA","USA","English","English","School Environment","peer reviewed paper","RCT","120","120NGm","NG","m","1","MORE","1","Elementary",6.5,NA,"7.2072072072072071E-2",NA,0.189189189189189,0.502252252252252,0.801801801801802,"No / Not reported","classroom/ large group","School Staff",600,10,60,"Reported","MAP RC","NO - Not standardized",171.92,15.81,319,176.59,15.58,403,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*DIBLE (Combined - word reading fluency, oral reading fluency, and retell ability)","YES - standardized",189.37,101.26,425,188.05,85.78,431,NA,NA,NA,NA,NA,NA
